,marital,age,balance,duration,GroundTruth,GroundTruth_DB,FairDen,FairSC_normalized,FairSC
20969,2,35,0,370,0,0,0,0,1
6648,2,31,162,247,0,0,0,0,1
2346,1,34,3185,520,0,0,1,0,1
21112,1,35,-547,101,0,0,0,1,0
12836,2,30,-42,86,0,0,0,1,1
13246,1,42,2476,251,0,0,0,0,1
26278,1,39,8152,80,0,0,1,0,1
3167,0,57,3625,747,0,0,1,0,1
43812,2,32,4024,150,0,0,0,0,1
32112,2,40,2284,100,0,0,0,0,1
7671,1,32,1974,104,0,0,0,1,0
7331,1,49,367,85,0,0,0,0,1
3585,1,56,690,309,0,0,0,0,1
21014,1,52,1949,108,0,0,0,0,1
35302,1,37,19,580,0,0,0,0,1
34624,0,34,0,153,0,0,0,1,1
17344,1,40,552,761,0,0,1,0,1
7450,1,29,1366,273,0,0,0,1,0
19034,1,41,1409,138,0,0,0,0,1
1115,1,50,354,123,0,0,0,0,1
4950,2,37,13156,240,0,0,1,0,1
15126,1,43,255,180,0,0,0,0,1
14411,2,53,118,431,0,0,0,0,1
15474,1,33,114,207,0,0,0,1,0
9794,1,50,1595,882,1,0,1,0,1
277,1,49,47,234,0,0,0,0,1
8741,1,37,780,125,0,0,0,1,0
6294,1,39,459,307,0,0,0,1,1
38406,1,38,676,59,0,0,0,1,0
35227,1,49,-327,423,0,0,0,0,1
41973,1,40,9366,69,1,0,1,0,1
38872,2,27,381,143,0,0,0,1,1
1532,1,33,832,246,0,0,0,1,0
25076,2,47,2540,110,0,0,0,0,1
10819,2,45,451,881,0,0,1,0,1
7925,1,49,486,43,0,0,0,0,1
7082,1,34,250,193,0,0,0,1,0
3403,1,54,907,71,0,0,0,0,1
16231,1,57,19,158,0,0,0,0,1
8732,0,54,215,71,0,0,0,0,1
28319,2,28,1823,237,0,0,0,0,1
39719,2,34,0,189,0,0,0,1,1
31922,2,34,852,108,0,0,0,1,1
10501,1,36,6085,186,0,0,1,0,1
32483,1,30,5,840,1,0,0,0,1
40667,1,32,386,305,0,0,0,1,0
5004,2,27,1279,450,0,0,0,0,1
18607,1,46,4879,195,0,0,1,0,1
31346,1,36,4613,320,0,0,1,0,1
31729,1,42,488,230,0,0,0,0,1
43102,1,57,10583,272,1,0,1,0,1
7836,1,55,420,41,0,0,0,0,1
24467,1,52,1818,189,0,0,0,0,1
27162,1,56,-1122,220,0,0,1,0,1
11215,0,46,2870,52,0,0,0,0,1
7710,2,35,391,47,0,0,0,1,1
42650,1,39,0,60,0,0,0,1,1
42278,0,75,1341,415,1,0,1,0,1
8083,1,30,4,34,0,0,0,1,0
7119,1,35,404,539,1,0,0,0,1
6833,1,33,-112,132,0,0,0,1,0
5705,0,59,879,228,0,0,0,0,1
14168,1,35,260,134,0,0,0,1,0
39768,1,35,3109,467,0,0,1,0,1
29707,1,48,1223,193,0,0,0,0,1
37462,0,37,0,17,0,0,0,1,1
23300,1,35,753,111,0,0,0,1,0
3903,1,47,837,136,0,0,0,0,1
1917,1,31,0,81,0,0,0,1,0
25326,0,51,5964,577,0,0,1,0,1
33178,1,35,2123,54,0,0,0,1,0
14445,1,35,0,167,0,0,0,1,0
194,1,34,243,291,0,0,0,1,0
27646,0,37,57,99,0,0,0,1,1
3045,2,29,6911,323,0,0,1,0,1
30227,1,33,26721,435,0,1,1,0,1
7746,1,36,740,171,0,0,0,1,0
13313,2,32,191,141,0,0,0,1,1
25791,1,38,190,623,1,0,0,0,1
4704,1,37,426,300,0,0,0,1,1
10904,1,37,647,41,0,0,0,1,0
32600,1,39,315,141,0,0,0,1,1
40708,2,30,1159,95,0,0,0,1,1
12385,1,51,144,153,0,0,0,0,1
26359,2,37,-272,104,0,0,0,0,1
44034,1,37,387,128,0,0,0,1,0
17932,2,27,152,80,0,0,0,1,1
32500,2,34,0,158,0,0,0,1,1
17122,1,51,-2082,123,0,0,1,0,1
16750,1,40,203,328,0,0,0,0,1
37496,2,26,-930,786,1,0,1,0,1
2105,1,33,211,172,0,0,0,1,0
42564,2,42,706,132,0,0,0,0,1
24007,2,39,3912,223,0,0,1,0,1
26139,1,35,4323,126,0,0,0,0,1
34156,2,39,2454,716,1,0,1,0,1
6567,1,52,-732,61,0,0,0,0,1
44517,2,31,147,81,0,0,0,1,1
15491,2,33,2617,113,0,0,0,0,1
4540,2,35,271,68,0,0,0,1,1
102,1,52,128,229,0,0,0,0,1
14912,2,43,5705,173,0,0,1,0,1
10771,2,39,2600,77,0,0,0,0,1
14919,1,38,3500,406,0,0,1,0,1
41523,2,30,1646,251,0,0,0,0,1
13125,1,39,130,202,0,0,0,1,1
5548,0,48,851,937,0,0,1,0,1
18045,1,33,328,216,0,0,0,1,0
31153,1,44,1058,188,1,0,0,0,1
20347,2,30,115,154,0,0,0,1,1
24578,1,36,0,273,0,0,0,1,0
11859,0,39,4168,172,0,0,0,0,1
34491,2,25,703,1100,0,0,1,0,1
31447,1,29,-547,225,0,0,0,1,0
37406,1,28,84,287,0,0,0,1,0
8472,0,35,-269,118,0,0,0,1,1
10423,1,52,310,100,0,0,0,0,1
6185,2,23,345,330,0,0,0,0,1
24038,0,48,15,88,0,0,0,1,1
38250,1,33,1,67,0,0,0,1,0
34609,2,36,532,50,0,0,0,1,1
39544,0,38,70,263,1,0,0,1,1
6184,0,38,-212,78,0,0,0,1,1
44431,1,52,1708,310,1,0,0,0,1
27729,1,31,20,304,0,0,0,1,0
9901,1,55,190,271,0,0,0,0,1
8120,2,29,2768,121,0,0,0,0,1
6583,1,37,115,91,0,0,0,1,0
25904,2,31,93,584,0,0,0,0,1
20684,0,51,14215,131,0,0,1,0,1
33777,2,26,1078,99,0,0,0,1,1
2,1,33,2,76,0,0,0,1,0
23644,1,36,918,58,0,0,0,1,0
18093,1,58,230,339,0,0,0,0,1
22962,1,41,231,428,1,0,0,0,1
23507,1,33,6174,19,0,0,1,0,1
14797,1,36,673,689,1,0,0,0,1
25965,1,40,9110,89,0,0,1,0,1
2237,1,24,94,166,0,0,0,1,0
13487,2,39,416,427,0,0,0,0,1
37968,1,32,1398,233,0,0,0,1,0
3809,2,22,118,270,0,0,0,1,1
31173,1,60,1740,296,1,0,1,0,1
30833,1,41,819,244,0,0,0,0,1
39697,1,57,3109,482,1,0,1,0,1
16361,1,50,1562,92,0,0,0,0,1
14513,1,59,1121,249,0,0,0,0,1
44002,1,38,536,248,1,0,0,1,1
19991,1,47,254,492,0,0,0,0,1
12045,1,43,445,196,0,0,0,0,1
41287,2,77,300,511,0,0,1,0,1
15106,0,38,1803,172,0,0,0,0,1
3224,2,42,2157,260,0,0,0,0,1
10234,2,41,1755,152,0,0,0,0,1
27439,0,46,4329,534,1,0,1,0,1
35721,2,36,251,91,0,0,0,1,1
41019,2,18,5,143,0,0,0,1,1
43117,1,36,1145,198,0,0,0,1,0
6313,1,30,1196,147,0,0,0,1,0
27682,1,33,4012,90,0,0,0,0,1
28303,1,44,1,229,0,0,0,0,1
26755,1,34,19391,391,0,0,1,0,1
11936,2,42,-56,126,0,0,0,0,1
33514,2,36,459,305,0,0,0,0,1
29203,2,35,342,427,0,0,0,0,1
36907,1,44,1,123,0,0,0,0,1
5818,0,33,-297,162,0,0,0,1,1
18010,1,53,1194,166,0,0,0,0,1
33443,1,35,1257,93,0,0,0,1,0
40659,0,51,1679,417,1,0,0,0,1
26718,2,30,212,370,0,0,0,0,1
1764,0,47,65,205,0,0,0,0,1
18151,2,27,-319,89,0,0,0,1,1
3739,1,49,1269,355,0,0,0,0,1
34833,1,32,-360,131,0,0,0,1,0
41693,2,19,329,252,1,0,1,1,1
11002,1,52,2801,311,0,0,1,0,1
22036,0,44,243,118,0,0,0,1,1
20282,1,37,825,214,0,0,0,1,0
43486,1,64,1612,336,1,0,1,0,1
15234,1,37,0,91,0,0,0,1,0
17584,1,41,510,61,0,0,0,1,1
40112,1,34,443,235,1,0,0,1,0
28081,0,53,388,67,0,0,0,0,1
28918,1,37,708,51,0,0,0,1,0
28429,2,30,133,113,0,0,0,1,1
42073,2,21,347,77,0,0,0,1,1
19523,1,50,5569,103,0,0,0,0,1
12880,2,32,-267,98,0,0,0,1,1
26166,2,35,142,155,0,0,0,1,1
17560,1,43,1149,237,0,0,0,0,1
17519,0,42,7190,375,0,0,1,0,1
5497,2,34,-369,353,0,0,0,0,1
9480,2,44,97,153,0,0,0,0,1
6088,0,47,48,27,0,0,0,1,1
27247,2,31,4718,536,1,0,1,0,1
19122,0,56,146,419,1,0,0,0,1
27374,2,34,318,36,0,0,0,1,1
9868,1,60,4895,313,0,0,1,0,1
44200,2,27,347,385,1,0,0,0,1
16014,1,43,0,431,0,0,0,0,1
21529,1,36,632,306,0,0,0,1,1
35714,1,41,-370,233,0,0,0,1,1
31332,2,38,715,951,0,0,1,0,1
9862,1,37,1021,173,0,0,0,1,0
25781,2,33,1998,570,0,0,1,0,1
40074,2,28,502,136,1,0,0,1,1
25762,0,58,3498,175,0,0,0,0,1
40483,2,37,262,305,0,0,0,0,1
35029,0,54,300,329,0,0,0,0,1
28024,2,30,336,67,0,0,0,1,1
7790,2,36,4136,812,1,0,1,0,1
3815,0,36,246,206,0,0,0,1,1
13395,2,53,888,128,0,0,0,0,1
23905,0,36,861,140,0,0,0,1,1
14946,1,48,151,191,0,0,0,0,1
3085,1,45,1794,174,0,0,0,0,1
24459,1,41,0,789,1,0,0,0,1
27834,1,48,547,74,0,0,0,0,1
25164,1,57,380,878,0,0,1,0,1
24106,1,49,1533,324,0,0,0,0,1
39991,1,50,3357,239,1,0,1,0,1
6556,0,46,-154,107,0,0,0,1,1
24485,1,51,230,174,0,0,0,0,1
41150,1,45,886,115,0,0,0,0,1
42511,1,44,2403,180,0,0,0,0,1
32998,2,27,2784,153,0,0,1,0,1
44706,1,37,1403,14,0,0,0,1,0
26660,1,35,142,315,0,0,0,1,0
33824,1,46,4,268,1,0,0,0,1
9461,1,59,10360,37,0,0,1,0,1
26338,2,36,20451,69,0,0,1,0,1
43843,2,28,1414,294,1,0,0,0,1
28262,2,30,1018,58,0,0,0,1,1
10337,1,55,113,186,0,0,0,0,1
41349,1,33,1323,109,0,0,0,1,0
17852,1,45,13265,113,0,0,1,0,1
29388,1,53,751,1528,1,0,1,0,1
5946,1,35,442,129,0,0,0,1,0
18209,1,35,11,22,0,0,0,1,0
29696,1,29,1441,80,1,0,0,1,0
26132,1,52,57,45,0,0,0,0,1
5942,2,30,975,603,0,0,0,0,1
27668,2,42,823,137,0,0,0,0,1
34824,2,30,609,145,0,0,0,1,1
20043,1,49,348,105,0,0,0,0,1
372,1,37,1293,652,0,0,1,0,1
12388,1,56,0,291,0,0,0,0,1
16220,1,34,0,429,0,0,0,1,1
17986,1,53,4576,82,0,0,0,0,1
14824,1,40,6,464,0,0,0,0,1
3671,2,31,1301,69,0,0,0,1,1
42786,1,32,484,83,1,0,0,1,0
38974,1,40,1034,368,0,0,0,0,1
23546,1,45,-183,8,0,0,0,0,1
3889,2,34,85,136,0,0,0,1,1
27036,1,47,97,109,0,0,0,0,1
2464,1,41,-111,21,0,0,0,1,1
40788,0,50,0,43,0,0,0,0,1
10444,1,52,-336,111,0,0,0,0,1
27907,1,44,-199,692,0,0,1,0,1
11371,2,46,312,108,0,0,0,0,1
34768,0,53,28,135,0,0,0,0,1
35378,1,48,60,376,0,0,0,0,1
3919,2,27,194,326,0,0,0,0,1
13962,1,33,89,524,0,0,0,0,1
19099,1,44,2857,318,0,0,1,0,1
38544,0,48,142,11,0,0,0,1,1
35445,2,25,50,191,0,0,0,1,1
14777,1,47,496,151,0,0,0,0,1
7823,1,38,580,572,0,0,0,0,1
44796,2,34,1077,218,0,0,0,0,1
7316,1,41,2399,607,0,0,1,0,1
9208,1,32,95,77,0,0,0,1,0
18651,0,42,5331,135,0,0,1,0,1
29538,1,47,3188,426,0,0,1,0,1
29737,1,52,371,50,0,0,0,0,1
14621,2,52,217,193,0,0,0,0,1
44428,2,22,249,11,0,0,1,1,1
34557,1,37,0,149,0,0,0,1,0
18105,1,43,410,50,0,0,0,0,1
34186,2,25,203,108,0,0,0,1,1
20721,1,59,782,127,0,0,0,0,1
38975,2,32,2692,99,0,0,0,0,1
44135,1,56,1989,279,1,0,0,0,1
13352,1,49,884,201,0,0,0,0,1
9419,2,36,300,358,0,0,0,0,1
934,1,39,20,109,0,0,0,1,1
38126,2,35,1374,319,0,0,0,0,1
42765,2,27,255,123,0,0,0,1,1
31600,1,57,5949,123,0,0,1,0,1
32899,2,24,-424,10,0,0,1,1,1
1719,0,37,34,144,0,0,0,1,1
23180,2,34,127,63,0,0,0,1,1
40963,2,24,228,99,0,0,0,1,1
29595,0,42,148,102,0,0,0,1,1
19549,1,51,15904,504,0,0,1,0,1
41829,1,67,7687,70,0,0,1,0,1
36166,1,37,622,175,0,0,0,1,0
21803,1,44,1196,552,1,0,1,0,1
4295,0,47,1851,140,0,0,0,0,1
1500,2,35,538,21,0,0,0,1,1
2677,2,50,1300,379,0,0,0,0,1
38238,0,33,2411,360,0,0,1,0,1
16389,1,43,-465,166,0,0,0,0,1
15986,1,28,476,630,0,0,0,0,1
5970,1,40,5880,125,0,0,0,0,1
13492,1,37,247,366,0,0,0,1,1
28768,1,36,937,29,0,0,0,1,0
6814,1,31,-327,408,0,0,0,1,0
28278,1,52,1618,184,0,0,0,0,1
12335,2,26,-266,667,0,0,1,0,1
32156,2,31,68,570,0,0,0,0,1
43193,1,29,10596,143,0,0,1,0,1
6584,0,49,181,230,0,0,0,0,1
33778,1,32,386,222,0,0,0,1,0
39301,2,32,654,615,1,0,0,0,1
35861,0,34,1826,212,0,0,0,0,1
2338,0,37,178,71,0,0,0,1,1
11060,0,37,531,150,0,0,0,1,1
10382,1,40,1041,73,0,0,0,1,1
27904,1,45,672,227,0,0,0,0,1
22540,1,33,29,94,0,0,0,1,0
7838,1,38,-762,408,0,0,1,1,1
18360,0,50,2554,51,0,0,0,0,1
1613,2,32,264,211,0,0,0,1,1
3034,1,41,450,374,0,0,0,0,1
36249,2,37,133,1388,1,0,1,0,1
38830,0,55,0,616,1,0,1,0,1
3606,1,36,146,284,0,0,0,1,0
17987,1,29,1082,77,0,0,0,1,0
12612,1,36,0,584,1,0,0,0,1
22831,1,40,50,63,0,0,0,1,1
33485,0,37,1448,196,0,0,0,0,1
24680,2,45,7108,53,0,0,1,0,1
9281,1,37,636,338,0,0,0,1,1
18274,0,39,42,75,0,0,0,1,1
18744,1,36,306,43,0,0,0,1,0
16902,1,42,3841,720,0,0,1,0,1
7248,1,52,9687,936,0,0,1,0,1
3688,1,32,0,387,0,0,0,1,0
17158,2,25,-380,108,0,0,0,1,1
16557,1,43,0,380,0,0,0,0,1
25757,1,31,2420,166,0,0,0,1,0
8832,1,26,178,833,0,0,1,0,1
43425,2,31,1282,144,0,0,0,1,1
5249,1,36,711,154,0,0,0,1,0
32493,1,44,228,273,0,0,0,0,1
12251,1,46,1400,25,0,0,0,0,1
5250,1,37,453,98,0,0,0,1,0
23117,1,41,6563,136,0,0,1,0,1
13134,2,25,102,574,1,0,0,0,1
18537,0,41,308,73,0,0,0,1,1
17174,1,43,1220,307,0,0,0,0,1
20321,2,38,9609,1687,0,0,1,0,1
3803,1,32,1197,241,0,0,0,1,0
36909,0,39,36,133,0,0,0,1,1
24836,1,51,512,328,0,0,0,0,1
11410,1,54,0,220,0,0,0,0,1
12512,2,37,29,269,0,0,0,0,1
5286,1,33,416,290,0,0,0,1,0
17761,1,44,64,223,0,0,0,0,1
12635,1,51,328,203,0,0,0,0,1
10739,2,36,0,153,0,0,0,0,1
27892,0,48,769,58,0,0,0,0,1
20426,2,54,2419,139,0,0,0,0,1
40031,1,60,3547,351,1,0,1,0,1
8430,1,47,-127,170,0,0,0,0,1
34713,1,39,-473,318,0,0,0,1,1
17485,1,56,6114,168,0,0,1,0,1
17170,1,33,181,265,0,0,0,1,0
22594,1,36,1235,85,0,0,0,1,0
15231,1,35,20,505,0,0,0,0,1
12709,2,30,0,161,0,0,0,1,1
13107,0,59,136,176,0,0,0,0,1
15025,1,52,1405,753,1,0,1,0,1
7033,1,28,-717,148,0,0,0,1,0
297,2,24,82,204,0,0,0,1,1
19646,2,33,605,452,0,0,0,0,1
41256,1,56,230,167,0,0,0,0,1
24765,1,59,222,97,0,0,0,0,1
34645,1,53,380,42,0,0,0,0,1
43850,2,34,267,449,1,0,0,0,1
17820,2,52,1400,103,0,0,0,0,1
13960,2,37,54,118,0,0,0,0,1
16269,1,55,159,184,0,0,0,0,1
22701,2,30,-266,66,0,0,0,1,1
12845,1,40,326,112,0,0,0,1,1
7657,1,36,243,118,0,0,0,1,0
25344,1,36,481,112,0,0,0,1,0
37127,2,35,546,161,0,0,0,0,1
37810,1,36,2178,75,0,0,0,1,0
17832,2,38,5073,68,0,0,0,0,1
38672,2,34,55,155,0,0,0,1,1
4406,1,35,24,81,0,0,0,1,0
30929,1,63,1612,233,1,0,1,0,1
11728,1,46,457,74,0,0,0,0,1
34239,1,29,6,39,0,0,0,1,0
34619,2,32,182,145,0,0,0,1,1
18562,1,29,-983,58,0,0,1,1,0
42326,0,89,1323,207,0,0,1,0,1
28713,1,32,365,210,0,0,0,1,0
15223,1,43,0,674,0,0,0,0,1
8814,2,28,191,238,0,0,0,1,1
39734,2,27,200,508,0,0,0,0,1
37965,2,35,85,213,0,0,0,0,1
22530,1,37,655,160,0,0,0,1,0
28032,1,36,319,29,0,0,0,1,0
14048,2,27,6,143,0,0,0,1,1
18276,1,55,264,1150,1,0,1,0,1
16400,1,46,475,158,0,0,0,0,1
7612,2,41,1455,87,0,0,0,0,1
38810,0,45,2353,435,0,0,1,0,1
26804,0,52,0,328,0,0,0,0,1
39934,2,23,9216,471,0,0,1,0,1
41783,1,67,2,1118,0,0,1,0,1
31160,2,33,258,80,1,0,0,1,1
9339,1,60,-1110,143,0,0,1,0,1
39103,2,22,236,236,0,0,0,1,1
2749,1,48,67,328,0,0,0,0,1
29897,2,37,687,271,0,0,0,0,1
1387,2,39,82,147,0,0,0,0,1
33614,2,28,4099,116,1,0,1,0,1
26179,1,51,500,26,0,0,0,0,1
1795,2,29,-53,108,0,0,0,1,1
25595,2,30,1846,87,0,0,0,0,1
8729,1,44,529,129,0,0,0,0,1
44854,2,24,1234,280,0,0,1,1,1
17892,1,52,43,32,0,0,0,0,1
8901,1,33,312,151,0,0,0,1,0
10059,1,36,1604,47,0,0,0,1,0
36066,1,26,5,251,0,0,0,1,0
44842,1,34,152,275,0,0,0,1,0
10642,1,39,15352,99,0,0,1,0,1
42016,0,50,2794,350,0,0,1,0,1
37873,1,59,422,647,1,0,1,0,1
19028,1,47,295,157,0,0,0,0,1
14126,1,30,35,366,0,0,0,1,0
4105,0,42,830,112,0,0,0,1,1
8028,1,34,691,70,0,0,0,1,0
37210,1,43,794,38,0,0,0,0,1
9272,1,40,1613,541,0,0,1,0,1
32972,1,57,3082,267,0,0,1,0,1
27204,1,38,1,57,0,0,0,1,0
5885,1,37,-88,225,0,0,0,1,0
42860,2,29,805,132,1,0,0,1,1
22001,0,54,205,182,0,0,0,0,1
18674,1,37,298,10,0,0,0,1,0
14250,1,37,2575,505,0,0,1,0,1
42476,1,38,7005,696,1,0,1,0,1
25125,2,45,5694,145,0,0,1,0,1
35042,2,26,114,457,1,0,0,0,1
33461,1,35,129,231,0,0,0,1,0
1368,0,28,785,442,1,0,0,0,1
43538,1,40,2266,175,1,0,0,0,1
3572,0,44,809,118,0,0,0,1,1
20058,1,52,347,217,0,0,0,0,1
2664,1,31,0,164,0,0,0,1,0
1084,1,35,136,283,0,0,0,1,0
25803,1,54,1180,394,0,0,0,0,1
12989,1,27,379,269,0,0,0,1,0
12445,1,54,9,140,0,0,0,0,1
12060,1,57,1794,13,0,0,0,0,1
21005,0,54,3222,67,0,0,0,0,1
15881,1,30,874,93,0,0,0,1,0
36537,2,39,175,17,0,0,0,0,1
35762,2,24,281,211,0,0,0,1,1
35188,2,41,5365,412,0,0,1,0,1
18043,1,47,269,145,0,0,0,0,1
30571,1,36,488,220,0,0,0,1,0
36942,2,32,7,109,0,0,0,1,1
44701,2,32,491,251,1,0,0,0,1
20009,1,34,1433,170,0,0,0,1,0
40565,2,34,-32,89,0,0,0,1,1
28130,1,48,1513,166,0,0,0,0,1
1642,0,33,60,131,0,0,0,1,1
2174,1,56,1399,80,0,0,0,0,1
15061,2,35,145,354,0,0,0,0,1
29498,2,30,732,1404,1,0,1,0,1
18204,2,30,394,75,0,0,0,1,1
11846,2,36,207,1478,0,0,1,0,1
333,2,58,1387,174,0,0,0,0,1
29584,1,54,195,47,0,0,0,0,1
39978,1,51,2094,458,1,0,1,0,1
23917,0,39,0,35,0,0,0,1,1
36444,1,41,469,344,0,0,0,0,1
3115,2,57,5961,166,0,0,1,0,1
21893,1,39,93,162,0,0,0,1,1
24290,2,34,621,97,0,0,0,1,1
23801,1,46,123,168,0,0,0,0,1
36327,0,46,98,91,0,0,0,1,1
33222,1,51,-237,379,0,0,0,0,1
18048,1,45,1841,154,0,0,0,0,1
4790,1,38,-224,222,0,0,0,1,1
21459,1,60,0,83,0,0,0,0,1
1555,1,36,42,102,0,0,0,1,0
1281,1,38,4586,784,0,0,1,0,1
11874,1,48,10724,238,0,0,1,0,1
42214,2,86,614,595,1,0,1,0,1
205,1,50,5699,381,0,0,1,0,1
41414,2,38,1711,234,1,0,0,0,1
3560,1,50,1604,267,0,0,0,0,1
23070,1,31,526,130,0,0,0,1,0
4943,1,31,8784,63,0,0,1,0,1
26823,0,54,43,289,0,0,0,0,1
3397,1,32,231,51,0,0,0,1,0
12317,1,28,702,318,0,0,0,1,0
32385,2,32,-402,135,0,0,0,1,1
27626,1,47,459,226,0,0,0,0,1
40396,2,31,40,158,0,0,0,1,1
36634,1,48,89,34,0,0,0,0,1
13620,1,47,424,432,0,0,0,0,1
15923,0,42,-263,307,0,0,0,0,1
9567,1,53,1300,420,0,0,0,0,1
14257,1,37,689,367,0,0,0,1,1
38700,1,37,-100,108,0,0,0,1,0
14356,2,35,417,201,0,0,0,0,1
6555,1,38,-247,265,0,0,0,1,1
17665,1,36,0,113,0,0,0,1,0
700,1,46,401,306,0,0,0,0,1
34657,1,29,2,339,0,0,0,1,0
37240,1,57,25,378,0,0,0,0,1
4051,2,29,2099,171,0,0,0,0,1
44281,1,41,2498,411,1,0,0,0,1
35325,2,49,2146,1516,1,0,1,0,1
25630,1,48,-285,157,0,0,0,0,1
41792,2,30,914,524,1,0,0,0,1
4390,1,37,897,182,0,0,0,1,0
27878,1,42,799,234,0,0,0,0,1
36493,1,51,480,189,0,0,0,0,1
30338,1,28,510,110,0,0,0,1,0
40286,1,49,889,388,1,0,0,0,1
14511,1,42,-145,231,0,0,0,0,1
43546,0,39,265,93,1,0,0,1,1
36077,1,58,3867,159,0,0,0,0,1
20385,1,30,0,91,0,0,0,1,0
23177,1,47,6,63,0,0,0,0,1
25571,2,49,0,325,0,0,0,0,1
38412,0,35,1780,306,0,0,0,0,1
44443,1,33,1126,11,0,0,0,1,0
29190,1,51,100,467,1,0,0,0,1
10250,1,40,5560,93,0,0,0,0,1
32935,2,31,2488,14,0,0,1,0,1
33384,1,34,322,10,0,0,0,1,0
127,1,34,-16,78,0,0,0,1,0
30598,2,41,2701,278,0,0,0,0,1
9334,1,56,444,432,0,0,0,0,1
30149,1,37,2203,9,0,0,1,1,1
1324,1,30,-1,323,0,0,0,1,0
9897,1,52,537,85,0,0,0,0,1
37094,1,50,481,168,0,0,0,0,1
30028,2,31,46,90,0,0,0,1,1
6106,1,53,87,183,0,0,0,0,1
14881,1,39,1323,188,0,0,0,1,1
12497,1,45,-584,306,0,0,0,0,1
5638,1,37,152,159,0,0,0,1,0
16394,1,43,743,323,0,0,0,0,1
40622,1,66,0,701,0,0,1,0,1
43396,1,51,0,662,1,0,0,0,1
16647,1,34,945,181,0,0,0,1,0
10002,1,35,859,330,0,0,0,1,1
16758,2,51,1565,870,0,0,1,0,1
17241,1,53,362,1169,1,0,1,0,1
8784,2,31,-173,121,0,0,0,1,1
39971,1,50,388,152,0,0,0,0,1
22579,1,53,0,209,0,0,0,0,1
17112,0,36,58,29,0,0,0,1,1
38889,2,45,382,182,0,0,0,0,1
20528,0,34,157,117,0,0,0,1,1
31174,1,56,1928,61,0,0,0,0,1
39993,2,31,5205,529,1,0,1,0,1
20461,0,42,759,126,0,0,0,1,1
12706,1,51,34,200,0,0,0,0,1
9964,1,37,651,220,0,0,0,1,0
6186,2,22,356,518,0,0,1,0,1
1812,2,28,101,224,0,0,0,1,1
33510,2,38,8669,5,0,0,1,0,1
15574,1,51,0,130,0,0,0,0,1
36550,2,28,1,395,0,0,0,0,1
4727,2,30,432,340,0,0,0,0,1
10063,2,53,1846,95,0,0,0,0,1
33694,2,28,377,571,1,0,0,0,1
29294,2,29,1669,297,1,0,0,0,1
2800,1,54,1288,170,0,0,0,0,1
37279,1,36,38,285,0,0,0,1,0
42569,2,20,0,143,0,0,0,1,1
5635,1,27,3,159,0,0,0,1,0
2494,0,49,159,95,0,0,0,0,1
26816,1,55,3876,54,0,0,0,0,1
11175,1,49,1401,300,0,0,0,0,1
26793,2,30,910,298,0,0,0,0,1
16853,2,32,26,110,0,0,0,1,1
37912,1,51,5885,172,0,0,1,0,1
13232,1,55,1221,108,0,0,0,0,1
37363,1,49,-205,6,0,0,0,0,1
30453,0,36,2361,101,0,0,0,0,1
36800,2,34,7263,38,0,0,1,0,1
18727,1,40,341,1142,1,0,1,0,1
2718,1,43,3285,1721,1,0,1,0,1
4775,1,38,1092,317,0,0,0,1,1
35826,1,43,1318,10,0,0,0,0,1
44208,2,22,216,178,1,0,0,1,1
5416,2,31,-26,448,0,0,0,0,1
21943,1,39,208,170,0,0,0,1,1
17294,1,35,449,395,0,0,0,1,1
35795,1,26,354,282,0,0,0,1,0
36399,1,50,173,7,0,0,0,0,1
18018,2,29,11310,436,0,0,1,0,1
22291,1,58,183,246,0,0,0,0,1
3738,1,44,3689,134,0,0,0,0,1
27244,0,59,7813,75,0,0,1,0,1
26921,0,50,1390,55,0,0,0,0,1
33713,0,59,5583,720,1,0,1,0,1
17415,1,33,1206,72,0,0,0,1,0
24067,1,26,52,238,0,0,0,1,0
4933,2,32,0,250,0,0,0,0,1
42376,2,31,2544,229,1,0,0,0,1
34830,1,34,842,141,0,0,0,1,0
18508,1,36,4359,74,0,0,0,0,1
12265,1,42,1343,404,0,0,0,0,1
42578,1,65,1973,121,0,0,1,0,1
27452,2,35,5,140,0,0,0,1,1
28410,1,49,518,1917,1,0,1,0,1
11837,1,57,-92,1617,1,0,1,0,1
123,1,43,41,127,0,0,0,0,1
20647,1,33,0,78,0,0,0,1,0
34810,2,49,571,321,0,0,0,0,1
43624,2,35,3544,380,1,0,1,0,1
14383,1,51,50,364,0,0,0,0,1
26483,2,32,781,305,0,0,0,0,1
40040,2,26,617,157,0,0,0,1,1
11857,1,45,186,554,0,0,0,0,1
21765,1,52,-33,257,0,0,0,0,1
10547,1,36,981,1093,1,0,1,0,1
17210,0,56,1026,173,0,0,0,0,1
8039,1,32,0,68,0,0,0,1,0
15782,1,33,2690,71,0,0,0,1,0
11614,2,45,-198,130,0,0,0,0,1
12611,1,59,153,133,0,0,0,0,1
324,2,31,98,196,0,0,0,1,1
19022,1,53,257,222,0,0,0,0,1
36700,1,45,677,253,0,0,0,0,1
22930,2,31,29,179,0,0,0,1,1
8089,2,30,518,21,0,0,0,1,1
22728,2,33,6,30,0,0,0,1,1
13798,2,29,-293,150,0,0,0,1,1
34315,1,58,2160,1090,1,0,1,0,1
25140,2,36,2169,133,0,0,0,0,1
36635,1,57,785,169,0,0,0,0,1
32868,2,23,0,171,0,0,0,1,1
923,1,32,-205,388,0,0,0,1,0
